id,agency_name,agency_website,client_name,client_website,evidence_url,evidence_text,extraction_method,confidence,verification_status,territory
554,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA303100,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
561,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA303101,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
565,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA303102,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
569,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA303103,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
573,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA303104,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
577,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA303105,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
585,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA303106,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
586,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA303107,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
592,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA303260,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
604,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA304015,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
661,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA304016,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
678,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA304017,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
684,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA304018,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
694,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA304788,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
699,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA304789,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
708,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA304790,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
709,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA304791,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
719,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA311595,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
724,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA311596,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
735,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA311597,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
746,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA312179,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
757,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA312180,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
763,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA312181,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
769,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA312182,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
775,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA312183,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
786,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA312184,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
795,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA312185,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
806,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA315358,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
811,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA315359,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
836,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA315360,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
853,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA315361,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
860,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA315362,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
865,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA315363,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
869,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA315365,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
883,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA315366,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
887,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA315367,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
891,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA315368,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
898,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA315369,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
908,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA315370,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
909,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA315371,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
917,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA315372,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
921,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA315413,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
931,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA315414,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
932,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA315415,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
938,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA315416,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
947,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA315417,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
963,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA315418,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
1220,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA315419,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
1221,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA315420,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
1231,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA315421,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
1236,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA315422,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
1262,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA315423,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
1268,Art Licensing International,https://www.artlicensing.com:443/,ASSFRA315424,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
1275,Art Licensing International,https://www.artlicensing.com:443/,Ata Alishahi,https://www.artlicensing.com:443/artists/,https://www.artlicensing.com:443/artists/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
3630,Art Licensing International,https://www.artlicensing.com:443/,Attention Hound,https://www.artlicensing.com/artists/sasha/,https://www.artlicensing.com/artists/sasha/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
3635,Art Licensing International,https://www.artlicensing.com:443/,Aurelia’s Night Meadow,https://www.artlicensing.com/artists/sasha/,https://www.artlicensing.com/artists/sasha/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
3643,Art Licensing International,https://www.artlicensing.com:443/,Autumn At Old Log Lodge,https://www.artlicensing.com/artists/mark-frost/,https://www.artlicensing.com/artists/mark-frost/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
3644,Art Licensing International,https://www.artlicensing.com:443/,Autumn Bridges,https://www.artlicensing.com/artists/mark-frost/,https://www.artlicensing.com/artists/mark-frost/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
3682,Art Licensing International,https://www.artlicensing.com:443/,Autumn Craft Fair,https://www.artlicensing.com/artists/mark-frost/,https://www.artlicensing.com/artists/mark-frost/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
3699,Art Licensing International,https://www.artlicensing.com:443/,Autumn Weekend,https://www.artlicensing.com/artists/mark-frost/,https://www.artlicensing.com/artists/mark-frost/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
3706,Art Licensing International,https://www.artlicensing.com:443/,Autumn Wood Bridge,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
3712,Art Licensing International,https://www.artlicensing.com:443/,Baby Chicks On The Farm,https://www.artlicensing.com/artists/tina-lavoie/,https://www.artlicensing.com/artists/tina-lavoie/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
3718,Art Licensing International,https://www.artlicensing.com:443/,Baby Donkey On The Farm,https://www.artlicensing.com/artists/tina-lavoie/,https://www.artlicensing.com/artists/tina-lavoie/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
3723,Art Licensing International,https://www.artlicensing.com:443/,Baby Goats Wearing Pajamas On The Farm,https://www.artlicensing.com/artists/tina-lavoie/,https://www.artlicensing.com/artists/tina-lavoie/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
3729,Art Licensing International,https://www.artlicensing.com:443/,Bask,https://www.artlicensing.com/artists/tina-lavoie/,https://www.artlicensing.com/artists/tina-lavoie/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
1280,Art Licensing International,https://www.artlicensing.com:443/,BDA Art,https://www.artlicensing.com:443/artists/,https://www.artlicensing.com:443/artists/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
3734,Art Licensing International,https://www.artlicensing.com:443/,Beach Huts and Dunes,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
3739,Art Licensing International,https://www.artlicensing.com:443/,Bear Shadow,https://www.artlicensing.com/artists/sasha/,https://www.artlicensing.com/artists/sasha/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
3745,Art Licensing International,https://www.artlicensing.com:443/,Berries Box,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
1347,Art Licensing International,https://www.artlicensing.com:443/,Betty Lou,https://www.artlicensing.com:443/artists/,https://www.artlicensing.com:443/artists/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
3751,Art Licensing International,https://www.artlicensing.com:443/,Beyond Limits,https://www.artlicensing.com/artists/elo-marc/,https://www.artlicensing.com/artists/elo-marc/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
3757,Art Licensing International,https://www.artlicensing.com:443/,Beyond The Void,https://www.artlicensing.com/artists/elo-marc/,https://www.artlicensing.com/artists/elo-marc/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
3767,Art Licensing International,https://www.artlicensing.com:443/,Big Sky,https://www.artlicensing.com/artists/tina-lavoie/,https://www.artlicensing.com/artists/tina-lavoie/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
1430,Art Licensing International,https://www.artlicensing.com:443/,Bigelow Illustrations,https://www.artlicensing.com:443/artists/,https://www.artlicensing.com:443/artists/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
1436,Art Licensing International,https://www.artlicensing.com:443/,Bill Bell,https://www.artlicensing.com:443/artists/,https://www.artlicensing.com:443/artists/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
3784,Art Licensing International,https://www.artlicensing.com:443/,Blue Afternoon,https://www.artlicensing.com/artists/tina-lavoie/,https://www.artlicensing.com/artists/tina-lavoie/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
3785,Art Licensing International,https://www.artlicensing.com:443/,Blush Linen Bloom,https://www.artlicensing.com/artists/sasha/,https://www.artlicensing.com/artists/sasha/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
3786,Art Licensing International,https://www.artlicensing.com:443/,Botanical Vintage Style Iceland Poppy,https://www.artlicensing.com/artists/tina-lavoie/,https://www.artlicensing.com/artists/tina-lavoie/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
3792,Art Licensing International,https://www.artlicensing.com:443/,Botanical Vintage Style Iceland Poppy Deux,https://www.artlicensing.com/artists/tina-lavoie/,https://www.artlicensing.com/artists/tina-lavoie/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
3798,Art Licensing International,https://www.artlicensing.com:443/,Botanique,https://www.artlicensing.com/artists/sasha/,https://www.artlicensing.com/artists/sasha/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
3812,Art Licensing International,https://www.artlicensing.com:443/,Breakfast At Camp,https://www.artlicensing.com/artists/mark-frost/,https://www.artlicensing.com/artists/mark-frost/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
3822,Art Licensing International,https://www.artlicensing.com:443/,Breaking Waves,https://www.artlicensing.com/artists/tina-lavoie/,https://www.artlicensing.com/artists/tina-lavoie/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
3830,Art Licensing International,https://www.artlicensing.com:443/,Bursting Pink Florals,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
3840,Art Licensing International,https://www.artlicensing.com:443/,Butterfly,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
3845,Art Licensing International,https://www.artlicensing.com:443/,Caligula,https://www.artlicensing.com/artists/elo-marc/,https://www.artlicensing.com/artists/elo-marc/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
3854,Art Licensing International,https://www.artlicensing.com:443/,Campfire Memories,https://www.artlicensing.com/artists/mark-frost/,https://www.artlicensing.com/artists/mark-frost/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
3855,Art Licensing International,https://www.artlicensing.com:443/,Camping Adventure,https://www.artlicensing.com/artists/mark-frost/,https://www.artlicensing.com/artists/mark-frost/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
3859,Art Licensing International,https://www.artlicensing.com:443/,Camping Breakfast,https://www.artlicensing.com/artists/mark-frost/,https://www.artlicensing.com/artists/mark-frost/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
3863,Art Licensing International,https://www.artlicensing.com:443/,Camping Is In The Cards,https://www.artlicensing.com/artists/mark-frost/,https://www.artlicensing.com/artists/mark-frost/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
3938,Art Licensing International,https://www.artlicensing.com:443/,Camping Seasons,https://www.artlicensing.com/artists/mark-frost/,https://www.artlicensing.com/artists/mark-frost/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
3952,Art Licensing International,https://www.artlicensing.com:443/,Camping Summer,https://www.artlicensing.com/artists/mark-frost/,https://www.artlicensing.com/artists/mark-frost/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
1442,Art Licensing International,https://www.artlicensing.com:443/,Cecile Baird,https://www.artlicensing.com:443/artists/,https://www.artlicensing.com:443/artists/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
3958,Art Licensing International,https://www.artlicensing.com:443/,Cheese Please,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
1448,Art Licensing International,https://www.artlicensing.com:443/,Cheryl Bartley,https://www.artlicensing.com:443/artists/,https://www.artlicensing.com:443/artists/,artworkCard__heading artworkCard__header artworkCard,portfolio_h3_text,0.72,machine_extracted_unverified,
3965,Art Licensing International,https://www.artlicensing.com:443/,Chocolate,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
3968,Art Licensing International,https://www.artlicensing.com:443/,Christmas Baubles,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
3969,Art Licensing International,https://www.artlicensing.com:443/,Christmas In The Neighborhood,https://www.artlicensing.com/artists/mark-frost/,https://www.artlicensing.com/artists/mark-frost/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
3974,Art Licensing International,https://www.artlicensing.com:443/,Christmas Market,https://www.artlicensing.com/artists/mark-frost/,https://www.artlicensing.com/artists/mark-frost/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
1458,Art Licensing International,https://www.artlicensing.com:443/,Close,https://www.artlicensing.com/for-artists/,https://www.artlicensing.com/for-artists/,pageOverlay header__inner header,portfolio_title,0.72,machine_extracted_unverified,
1468,Art Licensing International,https://www.artlicensing.com:443/,Close Menu,https://www.artlicensing.com/for-artists/,https://www.artlicensing.com/for-artists/,menuTrigger menuTrigger--close menuTrigger--close menuTriggerWrap header__inner,portfolio_title,0.72,machine_extracted_unverified,
3982,Art Licensing International,https://www.artlicensing.com:443/,Close-up Succulents,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
3983,Art Licensing International,https://www.artlicensing.com:443/,Colorful Birthday Sticks,https://www.artlicensing.com/artists/assaf-frank/,https://www.artlicensing.com/artists/assaf-frank/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
3999,Art Licensing International,https://www.artlicensing.com:443/,Cool Summer,https://www.artlicensing.com/artists/elo-marc/,https://www.artlicensing.com/artists/elo-marc/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
4010,Art Licensing International,https://www.artlicensing.com:443/,Country Greenhouse In Spring,https://www.artlicensing.com/artists/mark-frost/,https://www.artlicensing.com/artists/mark-frost/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
4014,Art Licensing International,https://www.artlicensing.com:443/,Country Greenhouse In Winter,https://www.artlicensing.com/artists/mark-frost/,https://www.artlicensing.com/artists/mark-frost/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
4018,Art Licensing International,https://www.artlicensing.com:443/,Covered Bridges,https://www.artlicensing.com/artists/mark-frost/,https://www.artlicensing.com/artists/mark-frost/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
4025,Art Licensing International,https://www.artlicensing.com:443/,Cozy Nook,https://www.artlicensing.com/artists/mark-frost/,https://www.artlicensing.com/artists/mark-frost/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
4029,Art Licensing International,https://www.artlicensing.com:443/,Cruising The Oceanside,https://www.artlicensing.com/artists/mark-frost/,https://www.artlicensing.com/artists/mark-frost/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
4030,Art Licensing International,https://www.artlicensing.com:443/,Cute Piglet On The Farm,https://www.artlicensing.com/artists/tina-lavoie/,https://www.artlicensing.com/artists/tina-lavoie/,artworkCard__image artworkCard__imageWrap artworkCard,portfolio_image_alt,0.7,machine_extracted_unverified,
