id,canonical_name,normalized_name,company_type,website,region,country,description,first_source_id,evidence_count,first_seen_at,last_seen_at,represented_brand_count
19,CPL Compañía Panamericana De Licencias,cpl compa a panamericana de licencias,licensing_agency,,Global,,"Client List: Warner Bros. Discovery, Sega of America, Atlus, Ubisoft, Futurity Brands (Paul Frank), Molang, Semk Ent. (B-Duck), Inter de Milán, World Legends Cup, Dog Whispered and Cris Morena.",6,1,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,10
41,Moxie & Company,moxie and company,licensing_agency,https://moxieco.com/,Global,,"Client List: Simon & Schuster, Hamilton Beach Brands, WGBH, Iconoclast, Lauren Roberts Powerless, Navessa Allen - Into Darkness, Soccerpets, Yvonne Ellen, Thomas Paul, Cubeely Paris and A Smyth.",6,1,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,10
40,Mix Licensing Group,mix licensing group,licensing_agency,https://mixlicensing.com/,Global,,"Client List: Fabletics, Jay Franco, Jerry Leigh, Nugget and Crafthub.",6,1,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,9
44,Redibra,redibra,licensing_agency,https://redibra.com/,Global,,"Client List: Netflix, Nintendo, Bravado, Coca-Cola, Care Bears, General Motors, Spin Master, Moonbug, Paul Frank and Galinha Pintadinha.",6,1,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,9
581,MDR Brand Management,mdr brand management,licensing_agency,https://mdrbrand.com/,Global,,Brand management and licensing,83,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,8
543,Merchantwise,merchantwise,licensing_agency,https://www.merchantwise.com/,Australia and New Zealand,,"Lifestyle, entertainment, food and outdoor",34,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,8
579,Timeless Brands,timeless brands,licensing_agency,https://timelessbrands.mx/,Latin America,,Brand representation and licensing,76,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,8
58,VIZ Media Consumer Products,viz media consumer products,licensing_agency,,Global,,"Client List: TV Tokyo, ShoPro, NTV, Shueisha, Warner Bros Japan, Bandai Namco Filmworks, MBS, SanX and others.",6,1,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,8
4,AISH,aish,licensing_agency,,Global,,"Client List: Doraemon, Crayon Shinchan, San-X, Clamp, Sakamoto Days, Rollin's Wild, Mcdull and B-ROBO KABUTACK.",6,1,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,7
22,Glam Licensing & Consulting,glam licensing and consulting,licensing_agency,https://glamlicensing.com/,Global,,"Client List: Daewoo, Edison, Acer, Carlton London, HardRock, Hangten, British Motors Heritage and Tarzan.",6,1,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,7
586,I-Licensing Asia,i licensing asia,licensing_agency,https://www.i-licensing.cn/,Greater China and Asia,,"International IP authorization, consumer products, publishing and LBE",94,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,7
28,IMC Licensing,imc licensing,licensing_agency,https://imclicensing.com/,Global,,"Client List: SC Johnson, Ken's Foods, Lamaze International, Duluth Trading Company and Sioux Honey Association.",6,1,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,7
31,La Panadería Licensing & Marketing,la panader a licensing and marketing,licensing_agency,,Global,,"Client List: Sony, Hasbro, BBC, Toei, Un Mundo Feliz, Moose, Wildbrain and Jazwares.",6,1,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,7
59,Whiteflock Brand Management,whiteflock brand management,licensing_agency,,Global,,"Client List: AT&T, Tonino Lamborghini, Lamborghini Oleodinamica, Cherokee USA, Original Stormtrooper, Romano’s Macaroni Grill, Monte Carlo Gourmet and Riviera Lifestyle.",6,1,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,7
13,Brentwood Licensing,brentwood licensing,licensing_agency,https://brentwoodlicensing.com/,Global,,"Client List: Wham-O, Dearfoams, Old Farmer’s Almanac, Borghese, Dog is Good, Peace Frogs and Rubes Cartoons.",6,1,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,6
7,Brand Activation Consulting (BAC),brand activation consulting bac,licensing_agency,,Global,,"Client List: Build-A-Bear Workshop, The Hershey Company, Hormel Foods, Just Born Confections, Revlon and Tropicana Group.",6,1,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,5
11,Brand Licensing Team,brand licensing team,licensing_agency,,Global,,"Client List: General Mills, Molson Coors, Phillips66, Galardi Group 5 Love Languages and Kahala Brands.",6,1,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,4
14,Brevettar,brevettar,licensing_agency,,Global,,"Client List: Upper Deck, U.S. National Soccer Team Players' Association, Canada Soccer, Canadian Soccer Players' Association and Canadian Men's National Soccer Team Players Association.",6,1,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,4
569,Maurizio Distefano Licensing,maurizio distefano licensing,licensing_agency,https://www.mdistefanolicensing.com/,Italy and Europe,,"Entertainment, lifestyle and art",32,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,4
57,Valen Group,valen group,licensing_agency,,Global,,"Client List: Red Robin Gourmet Burgers, Steak-umm, TELEFUNKEN, The Paleo Diet and Tree Top Juice.",6,1,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,4
583,Dimensional Branding Group,dimensional branding group,licensing_agency,https://dimensionalbranding.com/,North America and Global,,"Entertainment, gaming and character licensing with licensing-in and licensing-out services",91,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,3
549,LIT Licensing Agency,lit licensing agency,licensing_agency,https://litlicens.com/,Europe,,"Art, lifestyle, pop culture and entertainment",66,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,3
588,MHS Licensing,mhs licensing,licensing_agency,https://mhslicensing.com/,North America,,Art and design licensing,35,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,3
551,CODIMAGE,codimage,licensing_agency,https://www.codimage.fr/,France and Global,,Luxury and premium brands,68,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,2
553,Surge Brands,surge brands,licensing_agency,https://www.surge-brands.com/,Global,,"Corporate, luxury, food, confectionery and entertainment licensing",87,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,2
575,KOPA Licensing and Branding,kopa licensing and branding,licensing_agency,https://www.kopa.com.co/,Latin America,,"Music, culture and entertainment",60,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,1
552,Licensing Works,licensing works,licensing_agency,https://licensingworks.us/,North America,,"Classic literature, culture and entertainment",81,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,1
555,Pacific Swell Brands,pacific swell brands,licensing_agency,https://www.pacificswellbrands.com/,North America and Global,,"Boutique licensing for iconic automotive, cultural and lifestyle brands",92,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,1
576,Black White Orange,black white orange,licensing_agency,https://blackwhiteorange.com/,India and South Asia,,Brand licensing and merchandising,61,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,0
572,Brands with Influence,brands with influence,licensing_agency,https://brandswithinfluence.com/,UK and Global,,"Celebrity, media and lifestyle",52,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,0
573,Caroline Mickler Limited,caroline mickler limited,licensing_agency,https://www.carolinemickler.com/,UK and Global,,"Music, culture and entertainment",54,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,0
582,Empire Multimedia,empire multimedia,licensing_agency,https://empiremultimedia.com/,Southeast Asia,,"Entertainment, fashion, lifestyle, arts and design properties",90,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,0
546,JELC,jelc,licensing_agency,https://jelc.co.uk/,UK and Europe,,Brand extension strategy and corporate licensing,55,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,0
618,KJG Licensing,kjg licensing,licensing_agency,https://kjglicensing.com/,North America,,"Lifestyle, art and consumer brands",78,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,0
587,La Panaderia Licensing and Marketing,la panaderia licensing and marketing,licensing_agency,https://lapanaderialicensing.com/,Latin America,,Entertainment and consumer brands,31,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,0
574,Licensing Link Europe,licensing link europe,licensing_agency,https://licensinglink.net/,Europe,,"Entertainment, heritage and lifestyle",56,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,0
580,Licensing Management International,licensing management international,licensing_agency,https://lmiworld.com/,Global,,Corporate and entertainment licensing,82,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,0
613,Lisle Licensing,lisle licensing,licensing_agency,https://lislelicensing.com/,UK,,"Entertainment, gaming and lifestyle",51,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,0
570,Medialink,medialink,licensing_agency,https://www.medialink.com.hk/,Asia,,"Entertainment, publishing and cultural properties",33,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,0
547,Pacific Licensing Studio,pacific licensing studio,licensing_agency,https://pacificlicensing.com/,Southeast Asia,,"Entertainment, corporate and experiential activations",59,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,0
545,Pink Key Licensing,pink key licensing,licensing_agency,https://pinkkeylicensing.com/,UK and Global,,"Heritage food, design and lifestyle",53,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,0
544,The Point.1888,the point 1888,licensing_agency,https://thepoint1888.com/,UK and Europe,,"Retail-led licensing across heritage, entertainment and lifestyle",49,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,0
621,VIZ Media,viz media,licensing_agency,https://www.viz.com/,North America and Japan,,Manga and anime,47,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,0
578,WP Brands,wp brands,licensing_agency,https://wpbrands.com.au/,Australia and New Zealand,,Consumer brands and licensing,65,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,0
