id,canonical_name,normalized_name,website,region,country,description,source_count,represented_brand_count,first_party_brand_count,agent_list_brand_count,evidence_count,quality_status,generated_at
53,Licensing Street,licensing street,https://licensingstreet.com/,Global,,"Client List: SEGA, Laika Films, Fred Rogers Company, Angel Studios, Thunderbird Entertainment and Millimages.",2,5,0,5,1,documented_agency,2026-08-30T13:28:01+00:00
13,Brand Licensing Team,brand licensing team,,Global,,"Client List: General Mills, Molson Coors, Phillips66, Galardi Group 5 Love Languages and Kahala Brands.",1,4,0,4,1,documented_agency,2026-08-30T13:28:01+00:00
17,Brevettar,brevettar,,Global,,"Client List: Upper Deck, U.S. National Soccer Team Players' Association, Canada Soccer, Canadian Soccer Players' Association and Canadian Men's National Soccer Team Players Association.",1,4,0,4,1,documented_agency,2026-08-30T13:28:01+00:00
40,IMC Licensing,imc licensing,https://imclicensing.com/,Global,,"Client List: SC Johnson, Ken's Foods, Lamaze International, Duluth Trading Company and Sioux Honey Association.",2,4,0,4,1,documented_agency,2026-08-30T13:28:01+00:00
90,Valen Group,valen group,,Global,,"Client List: Red Robin Gourmet Burgers, Steak-umm, TELEFUNKEN, The Paleo Diet and Tree Top Juice.",1,4,0,4,1,documented_agency,2026-08-30T13:28:01+00:00
7,Bradford Licensing,bradford licensing,https://www.bradfordlicensing.com/,Global,,"Lifestyle, corporate, food and entertainment licensing",1,2,2,0,0,documented_agency,2026-08-30T13:28:01+00:00
23,CODIMAGE,codimage,https://www.codimage.fr/,France and Global,,Luxury and premium brands,1,2,2,0,0,documented_agency,2026-08-30T13:28:01+00:00
47,Larkshead Licensing,larkshead licensing,https://larksheadlicensing.com/,UK,,"Boutique publishing, heritage and entertainment",1,2,2,0,0,documented_agency,2026-08-30T13:28:01+00:00
31,Firefly Brand Management,firefly brand management,https://fireflybrandmanagement.com/,North America,,"Lifestyle, design and entertainment",1,1,1,0,0,documented_agency,2026-08-30T13:28:01+00:00
82,Surge Brands,surge brands,https://www.surge-brands.com/,Global,,"Corporate, luxury, food, confectionery and entertainment licensing",1,1,1,0,0,documented_agency,2026-08-30T13:28:01+00:00
5,Black White Orange,black white orange,https://blackwhiteorange.com/,India and South Asia,,Brand licensing and merchandising,1,0,0,0,0,documented_agency,2026-08-30T13:28:01+00:00
12,Brand Fresh Management,brand fresh management,https://brandfreshmanagement.com/,Europe,,"Lifestyle, sport and entertainment",1,0,0,0,0,documented_agency,2026-08-30T13:28:01+00:00
15,Brands with Influence,brands with influence,https://brandswithinfluence.com/,UK and Global,,"Celebrity, media and lifestyle",1,0,0,0,0,documented_agency,2026-08-30T13:28:01+00:00
21,Caroline Mickler Limited,caroline mickler limited,https://www.carolinemickler.com/,UK and Global,,"Music, culture and entertainment",1,0,0,0,0,documented_agency,2026-08-30T13:28:01+00:00
27,Dimensional Branding Group,dimensional branding group,https://dimensionalbranding.com/,North America and Global,,"Entertainment, gaming and character licensing with licensing-in and licensing-out services",1,0,0,0,0,documented_agency,2026-08-30T13:28:01+00:00
29,Empire Multimedia,empire multimedia,https://empiremultimedia.com/,Southeast Asia,,"Entertainment, fashion, lifestyle, arts and design properties",1,0,0,0,0,documented_agency,2026-08-30T13:28:01+00:00
39,I-Licensing Asia,i licensing asia,https://www.i-licensing.cn/,Greater China and Asia,,"International IP authorization, consumer products, publishing and LBE",1,0,0,0,0,documented_agency,2026-08-30T13:28:01+00:00
42,JELC,jelc,https://jelc.co.uk/,UK and Europe,,Brand extension strategy and corporate licensing,1,0,0,0,0,documented_agency,2026-08-30T13:28:01+00:00
44,KJG Licensing,kjg licensing,https://kjglicensing.com/,North America,,"Lifestyle, art and consumer brands",1,0,0,0,0,documented_agency,2026-08-30T13:28:01+00:00
45,KOPA Licensing and Branding,kopa licensing and branding,https://www.kopa.com.co/,Latin America,,"Music, culture and entertainment",1,0,0,0,0,documented_agency,2026-08-30T13:28:01+00:00
57,LIT Licensing Agency,lit licensing agency,https://litlicens.com/,Europe,,"Art, lifestyle, pop culture and entertainment",1,0,0,0,0,documented_agency,2026-08-30T13:28:01+00:00
49,Licensing Haus,licensing haus,https://licensinghaus.com/,Latin America,,Licensing representation,1,0,0,0,0,documented_agency,2026-08-30T13:28:01+00:00
50,Licensing Link Europe,licensing link europe,https://licensinglink.net/,Europe,,"Entertainment, heritage and lifestyle",1,0,0,0,0,documented_agency,2026-08-30T13:28:01+00:00
51,Licensing Management International,licensing management international,https://lmiworld.com/,Global,,Corporate and entertainment licensing,1,0,0,0,0,documented_agency,2026-08-30T13:28:01+00:00
54,Licensing Works,licensing works,https://licensingworks.us/,North America,,"Classic literature, culture and entertainment",1,0,0,0,0,documented_agency,2026-08-30T13:28:01+00:00
56,Lisle Licensing,lisle licensing,https://lislelicensing.com/,UK,,"Entertainment, gaming and lifestyle",1,0,0,0,0,documented_agency,2026-08-30T13:28:01+00:00
60,MDR Brand Management,mdr brand management,https://mdrbrand.com/,Global,,Brand management and licensing,1,0,0,0,0,documented_agency,2026-08-30T13:28:01+00:00
68,Pacific Licensing Studio,pacific licensing studio,https://pacificlicensing.com/,Southeast Asia,,"Entertainment, corporate and experiential activations",1,0,0,0,0,documented_agency,2026-08-30T13:28:01+00:00
69,Pacific Swell Brands,pacific swell brands,https://www.pacificswellbrands.com/,North America and Global,,"Boutique licensing for iconic automotive, cultural and lifestyle brands",1,0,0,0,0,documented_agency,2026-08-30T13:28:01+00:00
71,Pink Key Licensing,pink key licensing,https://pinkkeylicensing.com/,UK and Global,,"Heritage food, design and lifestyle",1,0,0,0,0,documented_agency,2026-08-30T13:28:01+00:00
85,The Point.1888,the point 1888,https://thepoint1888.com/,UK and Europe,,"Retail-led licensing across heritage, entertainment and lifestyle",1,0,0,0,0,documented_agency,2026-08-30T13:28:01+00:00
86,Timeless Brands,timeless brands,https://timelessbrands.mx/,Latin America,,Brand representation and licensing,1,0,0,0,0,documented_agency,2026-08-30T13:28:01+00:00
94,WP Brands,wp brands,https://wpbrands.com.au/,Australia and New Zealand,,Consumer brands and licensing,1,0,0,0,0,documented_agency,2026-08-30T13:28:01+00:00
