id,name,source_type,agency_name,region,country,focus,priority,official,access_mode,parser,base_url,crawl_url,notes,status,http_status,final_url,robots_status,pages_fetched,raw_candidates,promoted_entities,started_at,finished_at,elapsed_ms,error
85,ASEAN Licensing Show,conference_exhibitor_directory,,Southeast Asia,,"Regional licensors, agents and IP owners",3,1,public_js,browser_portfolio,https://aseanlicensingshow.com/,https://aseanlicensingshow.com/,,complete,200,https://aseanlicensingshow.com/www.elbrandgroup.com,allowed,2,25,25,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,55398,"browser Error: Page.evaluate: TypeError: Cannot read properties of null (reading 'scrollHeight')
    at eval (eval at evaluate (:291:30), <anonymous>:1:15)
    at eval (<anonymous>)
    at UtilityScript.evaluate (<anonymous>:291"
90,Empire Multimedia,agency_portfolio,Empire Multimedia,Southeast Asia,,"Entertainment, fashion, lifestyle, arts and design properties",3,1,public,generic_portfolio,https://empiremultimedia.com/,https://empiremultimedia.com/anichar.html,,complete,200,http://empiremultimedia.com/partners.html,allowed,2,0,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,14572,
91,Dimensional Branding Group,agency_portfolio,Dimensional Branding Group,North America and Global,,"Entertainment, gaming and character licensing with licensing-in and licensing-out services",3,1,public_js,browser_portfolio,https://dimensionalbranding.com/,https://dimensionalbranding.com/,,complete,200,https://dimensionalbranding.com/bay-tek-entertainment/,allowed,2,6,6,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,26013,
93,Mediatoon Licensing,agency_portfolio,Mediatoon Licensing,"Europe, Middle East and Global",,"Publishing, comics, animation, experiences and location-based entertainment",3,1,public_js,browser_portfolio,https://mediatoon-licensing.com/en/,https://mediatoon-licensing.com/en/licences/,,complete,404,https://mediatoon-licensing.com/en/brands/,allowed,2,27,27,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,35094,
94,I-Licensing Asia,agency_portfolio,I-Licensing Asia,Greater China and Asia,,"International IP authorization, consumer products, publishing and LBE",3,1,public_js,browser_portfolio,https://www.i-licensing.cn/,https://www.i-licensing.cn/?a=index&c=Lists&m=home&tid=68,,complete,200,https://i-licensing.cn/,allowed,2,34,34,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,35712,
11,Bologna Licensing Trade Fair,conference_exhibitor_directory,,Europe,,Publishing and character licensing; lower adult-travel relevance,4,1,public_js,browser_portfolio,https://www.bolognachildrensbookfair.com/en/bologna-licensing-trade-fair-kids/,https://www.bolognachildrensbookfair.com/en/bologna-licensing-trade-fair-kids/,,complete,404,https://www.bolognachildrensbookfair.com/en/bologna-licensing-trade-fair-kids/,allowed,1,0,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,19139,
12,Korea Character Licensing Fair,conference_exhibitor_directory,,Korea,,Korean IP ecosystem,4,1,public_js,browser_portfolio,https://characterfair.kr/,https://characterfair.kr/,,complete,200,https://characterfair.kr/company-directories,allowed,2,5,5,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,45956,
25,DeAPlaneta Entertainment,agency_portfolio,DeAPlaneta Entertainment,Europe,,Entertainment and family properties,4,1,public_js,browser_portfolio,https://www.deaplanetaentertainment.com/,https://www.deaplanetaentertainment.com/,,complete,200,https://www.deaplanetaentertainment.com/,allowed,1,0,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,14641,
31,La Panaderia Licensing and Marketing,agency_portfolio,La Panaderia Licensing and Marketing,Latin America,,Entertainment and consumer brands,4,1,public_js,browser_portfolio,https://lapanaderialicensing.com/,https://lapanaderialicensing.com/,,failed,0,https://lapanaderialicensing.com/,unknown,1,0,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,9856,"browser Error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://lapanaderialicensing.com/
Call log:
  - navigating to ""https://lapanaderialicensing.com/"", waiting until ""domcontentloaded""
 | static ConnectionError: HTTPSConnectionPool(host='lapanaderialicensing.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='lapanaderialicensing.com', port=443): Failed to reso"
35,MHS Licensing,agency_portfolio,MHS Licensing,North America,,Art and design licensing,4,1,public_js,browser_portfolio,https://mhslicensing.com/,https://mhslicensing.com/,,complete,200,https://www.mhslicensing.com/artists,allowed,2,8,8,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,30289,
36,Mix Licensing Group,agency_portfolio,Mix Licensing Group,Global,,Entertainment and lifestyle,4,1,public_js,browser_portfolio,https://mixlicensing.com/,https://mixlicensing.com/,,complete,200,https://www.mixlicensing.com/our-clients,allowed,2,18,18,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,23124,
39,Retail Monster,agency_portfolio,Retail Monster,North America,,Entertainment and retail strategy,4,1,public_js,browser_portfolio,https://www.retailmonster.com/,https://www.retailmonster.com/,,complete,200,https://www.retailmonster.com/service/sales,allowed,2,0,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,24988,
43,Striker Entertainment,agency_portfolio,Striker Entertainment,Global,,Entertainment and pop culture,4,1,public_js,browser_portfolio,https://strikerentertainment.com/,https://strikerentertainment.com/,,complete,200,https://www.strikerentertainment.com/,allowed,1,0,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,15297,
45,TreImage,agency_portfolio,TreImage,Latin America,,Entertainment and consumer brands,4,1,public_js,browser_portfolio,https://treimage.com/,https://treimage.com/,,complete,200,https://treimage.com/pages/licensing-branding,allowed,2,30,30,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,34479,
51,Lisle Licensing,agency_portfolio,Lisle Licensing,UK,,"Entertainment, gaming and lifestyle",4,1,public_js,browser_portfolio,https://lislelicensing.com/,https://lislelicensing.com/portfolio/,,complete,403,https://lislelicensing.com/portfolio/,unknown,1,0,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,12001,
63,Licensing Street,agency_portfolio,Licensing Street,North America,,"Entertainment, education and family",4,1,public_js,browser_portfolio,https://licensingstreet.com/,https://licensingstreet.com/clients/,,complete,404,https://www.licensingstreet.com/,allowed,2,392,392,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,22170,
77,Licensing Haus,agency_portfolio,Licensing Haus,Latin America,,Licensing representation,4,1,public_js,browser_portfolio,https://licensinghaus.com/,https://licensinghaus.com/portfolio/,,complete,404,https://www.licensinghaus.com/,allowed,2,452,452,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,24799,
78,KJG Licensing,agency_portfolio,KJG Licensing,North America,,"Lifestyle, art and consumer brands",4,1,public_js,browser_portfolio,https://kjglicensing.com/,https://kjglicensing.com/brands/,,failed,0,https://kjglicensing.com/brands/,unknown,1,0,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,6418,"browser Error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://kjglicensing.com/brands/
Call log:
  - navigating to ""https://kjglicensing.com/brands/"", waiting until ""domcontentloaded""
 | static ConnectionError: HTTPSConnectionPool(host='kjglicensing.com', port=443): Max retries exceeded with url: /brands/ (Caused by NameResolutionError(""HTTPSConnection(host='kjglicensing.com', port=443): Failed to resolve 'kjgl"
79,Brand Fresh Management,agency_portfolio,Brand Fresh Management,Europe,,"Lifestyle, sport and entertainment",4,1,public_js,browser_portfolio,https://brandfreshmanagement.com/,https://brandfreshmanagement.com/portfolio/,,complete,404,https://www.brandfreshmanagement.com/,allowed,2,370,370,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,31501,
80,Born Licensing,agency_portfolio,Born Licensing,Global,,Advertising and promotional licensing,4,1,public_js,browser_portfolio,https://bornlicensing.com/,https://bornlicensing.com/work/,,complete,200,https://bornlicensing.com/portfolio-thumbs/box-tops-and-general-mills-license-saved-by-the-bell,allowed,2,263,263,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,23857,
84,SEMK Global Marketing,agency_portfolio,SEMK Global Marketing,Asia,,Character and lifestyle licensing,4,1,public_js,browser_portfolio,https://www.semk.net/,https://www.semk.net/,,complete,200,https://www.semk.net/sc/brands.aspx,allowed,2,127,127,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,34479,
47,VIZ Media Licensing,agency_portfolio,VIZ Media,North America and Japan,,Manga and anime,5,1,public_js,browser_portfolio,https://www.viz.com/,https://www.viz.com/company-licensing,,complete,404,https://www.viz.com/company-licensing,allowed,1,0,0,2026-08-30T12:54:41+00:00,2026-08-30T12:54:41+00:00,6680,
